;remove_stopwords;remove_shortwords;stemmed;vectorizer;features_number;ngrams_range;classifier;test_accuracy;train_accuracy;train_test_time
17;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=10000, min_df=1,
        ngram_range=1, 3, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";10000;(1, 3);"DecisionTreeClassifierclass_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'";68.03535353535354;98.49004975124377;17.12
18;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=10000, min_df=1,
        ngram_range=1, 1, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";10000;(1, 1);"XGBClassifierbase_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_rate=0.1, max_delta_step=0,
       max_depth=3, min_child_weight=1, missing=None, n_estimators=100,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=True, subsample=1";67.1919191919192;67.70398009950249;3.28
19;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=10000, min_df=1,
        ngram_range=1, 2, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";10000;(1, 2);"XGBClassifierbase_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_rate=0.1, max_delta_step=0,
       max_depth=3, min_child_weight=1, missing=None, n_estimators=100,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=True, subsample=1";67.31818181818183;67.75373134328359;5.31
20;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=10000, min_df=1,
        ngram_range=1, 3, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";10000;(1, 3);"XGBClassifierbase_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_rate=0.1, max_delta_step=0,
       max_depth=3, min_child_weight=1, missing=None, n_estimators=100,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=True, subsample=1";67.31818181818183;67.75373134328359;6.71
21;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 1, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 1);"LogisticRegressionC=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False";74.36363636363636;84.96268656716418;2.16
22;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 2, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 2);"LogisticRegressionC=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False";74.37878787878788;86.72885572139305;3.74
23;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 3, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 3);"LogisticRegressionC=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False";74.31313131313131;86.63432835820896;5.38
24;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 1, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 1);"LinearSVCC=1.0, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=1000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0";72.37373737373738;89.69402985074628;6.05
25;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 2, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 2);"LinearSVCC=1.0, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=1000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0";72.33333333333334;92.35820895522389;5.23
26;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 3, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 3);"LinearSVCC=1.0, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=1000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0";72.47474747474747;92.04477611940298;7.68
27;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 1, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 1);MultinomialNBalpha=1.0, class_prior=None, fit_prior=True;73.92424242424242;82.95771144278608;1.21
28;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 2, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 2);MultinomialNBalpha=1.0, class_prior=None, fit_prior=True;74.0959595959596;82.65422885572139;3.03
29;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 3, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 3);MultinomialNBalpha=1.0, class_prior=None, fit_prior=True;74.1010101010101;82.46766169154229;4.18
30;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 1, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 1);BernoulliNBalpha=1.0, binarize=0.0, class_prior=None, fit_prior=True;74.32828282828284;83.24129353233832;1.47
31;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 2, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 2);BernoulliNBalpha=1.0, binarize=0.0, class_prior=None, fit_prior=True;74.58585858585859;82.90298507462687;2.80
32;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 3, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 3);BernoulliNBalpha=1.0, binarize=0.0, class_prior=None, fit_prior=True;74.57070707070706;82.78855721393035;4.74
33;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 1, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 1);"RandomForestClassifierbootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False";71.54545454545455;97.6592039800995;18.87
34;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 2, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 2);"RandomForestClassifierbootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False";71.59595959595958;97.36567164179104;19.37
35;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 3, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 3);"RandomForestClassifierbootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False";71.8080808080808;97.32835820895522;23.79
36;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 1, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 1);"DecisionTreeClassifierclass_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'";68.42424242424242;99.06218905472637;19.15
37;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 2, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 2);"DecisionTreeClassifierclass_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'";68.42929292929293;98.73134328358208;20.33
38;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 3, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 3);"DecisionTreeClassifierclass_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'";68.53535353535354;98.72636815920399;21.70
39;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 1, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 1);"XGBClassifierbase_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_rate=0.1, max_delta_step=0,
       max_depth=3, min_child_weight=1, missing=None, n_estimators=100,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=True, subsample=1";67.1919191919192;67.70398009950249;4.02
40;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 2, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 2);"XGBClassifierbase_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_rate=0.1, max_delta_step=0,
       max_depth=3, min_child_weight=1, missing=None, n_estimators=100,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=True, subsample=1";67.31818181818183;67.75373134328359;5.85
41;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=20000, min_df=1,
        ngram_range=1, 3, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";20000;(1, 3);"XGBClassifierbase_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_rate=0.1, max_delta_step=0,
       max_depth=3, min_child_weight=1, missing=None, n_estimators=100,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=True, subsample=1";67.31818181818183;67.75373134328359;7.69
42;True;True;False;"CountVectorizeranalyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=30000, min_df=1,
        ngram_range=1, 1, preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='?u\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None";30000;(1, 1);"LogisticRegressionC=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False";74.47979797979798;86.68407960199005;2.18
